"area","bedrooms","bathrooms","age","floors","location","price"
4390,4,3.5,25,2.0,"98040",1610000.0
1080,2,1.0,61,1.0,"98106",325000.0
1860,4,2.25,49,1.0,"98058",380000.0
2150,4,2.75,36,1.0,"98011",470000.0
2250,4,3.0,29,2.0,"98058",363000.0
2050,4,2.25,38,2.0,"98023",245000.0
1010,3,1.0,113,1.0,"98102",525000.0
5850,5,3.5,37,2.0,"98004",1700000.0
1900,4,2.25,52,1.0,"98199",658500.0
1020,2,1.0,74,1.0,"98136",680000.0
3390,4,2.0,28,2.0,"98077",835000.0
1990,4,2.5,10,2.0,"98107",595000.0
3190,4,2.5,10,2.0,"98038",419000.0
1210,2,1.0,75,1.0,"98042",198900.0
3740,4,3.25,27,1.0,"98077",1085000.0
2150,3,3.5,17,2.0,"98074",500000.0
2440,4,1.75,55,1.0,"98177",575000.0
1230,2,1.5,15,3.0,"98125",324950.0
2740,3,2.5,51,2.0,"98168",259000.0
2260,2,2.0,25,1.0,"98011",551000.0
1000,2,1.5,73,1.0,"98103",488000.0
2350,4,2.25,35,2.0,"98053",635000.0
2300,3,2.5,26,2.0,"98031",395000.0
1440,3,1.0,87,1.5,"98155",370000.0
2780,4,3.0,96,1.5,"98116",675000.0
1200,3,1.0,61,1.0,"98133",402000.0
3040,3,2.75,28,2.0,"98034",825000.0
2660,3,2.75,53,1.0,"98038",579000.0
1510,5,2.0,32,2.0,"98122",455000.0
1780,3,2.5,26,2.0,"98092",265000.0
2920,5,2.75,39,1.0,"98006",713500.0
1550,3,1.0,53,1.0,"98056",240000.0
2710,4,3.0,9,2.5,"98022",570000.0
1140,3,1.0,34,1.0,"98027",243800.0
940,2,1.0,97,1.0,"98103",543000.0
2160,3,2.25,33,2.0,"98112",1010000.0
2470,4,2.25,36,2.0,"98075",625000.0
2800,4,2.5,9,2.0,"98038",459950.0
2420,4,2.75,30,1.0,"98038",370000.0
1460,4,2.0,56,1.0,"98178",150000.0
1820,3,1.5,69,1.5,"98119",683500.0
1520,3,2.5,8,2.0,"98119",499950.0
1320,2,1.0,96,1.0,"98108",255000.0
1920,3,2.5,26,2.0,"98031",279000.0
2640,5,3.0,6,2.0,"98115",910000.0
2650,4,2.5,9,2.0,"98125",699000.0
3640,4,3.25,91,1.0,"98039",1651000.0
1420,3,1.0,34,1.0,"98030",248000.0
1540,3,1.0,56,1.0,"98001",429000.0
1550,4,1.0,85,1.5,"98166",685000.0
730,2,1.0,88,1.0,"98126",316000.0
2020,2,1.0,94,1.0,"98118",410000.0
1200,3,1.0,60,1.0,"98045",299000.0
1240,2,1.0,77,1.0,"98126",559000.0
2680,3,2.25,37,2.0,"98027",575000.0
1640,3,2.5,17,2.0,"98122",602000.0
1640,4,2.0,108,2.0,"98107",492000.0
1610,3,2.5,11,2.0,"98038",293500.0
2290,3,2.75,48,1.0,"98056",481000.0
2130,4,2.25,38,1.0,"98055",311100.0
2140,3,1.75,45,1.5,"98014",375000.0
4020,3,3.0,16,1.5,"98045",1075000.0
2030,5,2.5,47,1.0,"98052",500000.0
1380,3,1.0,97,1.0,"98136",553000.0
1780,3,2.0,88,1.0,"98103",760000.0
1440,4,1.5,55,1.0,"98136",589500.0
2790,5,2.75,56,1.0,"98115",840000.0
4190,4,3.0,87,2.5,"98112",2546000.0
3870,3,2.5,18,2.0,"98008",1275000.0
1850,3,2.5,47,1.0,"98058",260000.0
1550,3,2.25,11,3.0,"98103",430000.0
1920,3,2.5,15,3.0,"98103",781000.0
790,2,1.0,68,1.0,"98106",280000.0
3740,5,2.25,57,1.5,"98198",392000.0
1340,3,1.5,56,1.0,"98008",466200.0
1620,3,1.75,89,1.0,"98117",641000.0
1680,3,1.0,64,1.0,"98117",350000.0
1610,3,2.0,19,2.0,"98029",450000.0
4460,4,3.5,53,1.0,"98039",1800000.0
1200,3,1.5,49,2.0,"98055",185000.0
1250,2,1.0,57,1.0,"98056",290000.0
3630,3,2.5,16,2.0,"98074",964000.0
4260,4,3.0,15,2.0,"98040",2000000.0
2180,3,2.5,36,1.0,"98075",545000.0
1760,3,2.25,36,1.0,"98033",609950.0
1820,4,2.0,74,1.0,"98103",605000.0
2120,4,2.5,54,1.0,"98006",550000.0
2730,4,2.75,6,2.0,"98199",905000.0
2430,3,2.5,29,2.0,"98058",384200.0
1170,3,1.0,50,1.0,"98126",370000.0
2090,3,1.0,84,1.5,"98199",717500.0
3910,4,3.25,82,2.0,"98199",1999000.0
1140,2,1.0,106,1.0,"98177",365500.0
1460,2,1.5,103,1.5,"98115",580000.0
2700,4,1.5,75,1.5,"98022",415000.0
670,2,1.0,73,1.0,"98126",272000.0
1880,3,1.75,70,1.0,"98115",600000.0
1980,4,3.0,74,2.5,"98136",744000.0
2080,3,3.0,11,1.5,"98034",830000.0
1380,3,3.25,15,3.0,"98133",322000.0
1808,3,2.5,10,1.0,"98001",270000.0
1350,3,1.0,61,1.5,"98188",272450.0
1760,3,3.0,7,2.0,"98107",605000.0
1950,3,1.75,53,1.0,"98011",510000.0
3170,4,3.5,16,2.0,"98112",1125000.0
3000,4,2.5,78,2.0,"98105",1688000.0
1460,4,1.0,40,1.0,"98010",162000.0
1350,3,1.75,42,1.0,"98198",337500.0
1470,3,2.25,42,1.0,"98055",312000.0
3350,4,3.0,11,2.0,"98010",740000.0
3350,4,3.0,11,2.0,"98010",700000.0
1360,4,1.0,67,1.0,"98133",328000.0
1020,3,1.0,34,1.0,"98032",241000.0
1840,3,2.25,35,1.0,"98031",265000.0
2030,5,1.75,57,1.0,"98002",246000.0
1490,4,1.75,75,1.0,"98146",271000.0
2060,2,1.0,53,1.0,"98168",270000.0
2240,4,2.0,71,1.5,"98125",395000.0
1460,3,2.0,58,1.0,"98118",340000.0
2140,3,1.75,67,1.0,"98146",340000.0
1420,2,2.25,8,2.0,"98106",335000.0
1060,2,1.0,72,1.5,"98105",435000.0
1760,4,1.75,89,1.0,"98103",527950.0
2320,2,2.25,39,2.0,"98070",600000.0
1770,3,1.75,52,1.0,"98117",667000.0
4590,10,5.25,7,1.0,"98004",1148000.0
2040,3,2.5,15,2.0,"98055",417000.0
1260,4,1.75,72,1.0,"98027",451000.0
1650,2,1.0,72,1.0,"98199",580000.0
2380,4,2.25,38,2.0,"98077",570000.0
2750,5,3.25,78,2.0,"98033",750000.0
2810,3,2.5,14,2.0,"98006",685000.0
1340,3,2.0,71,1.0,"98052",275000.0
2420,3,2.5,26,2.0,"98075",739888.0
2160,2,2.5,13,1.0,"98053",715000.0
2450,4,2.0,102,1.0,"98102",800000.0
1870,3,1.5,92,1.0,"98108",350000.0
1000,3,1.0,82,1.0,"98022",220000.0
2240,3,2.5,13,2.0,"98065",452500.0
2200,4,2.5,7,2.0,"98042",280000.0
790,1,1.0,97,1.0,"98118",248000.0
890,2,1.0,66,1.0,"98115",305000.0
1270,3,1.0,61,1.0,"98106",435010.0
1850,3,1.75,84,1.5,"98116",678100.0
1352,3,2.25,8,3.0,"98125",325000.0
1540,3,2.0,47,1.0,"98052",529950.0
1640,3,1.75,64,1.0,"98155",440000.0
1350,3,1.0,87,1.5,"98116",585000.0
2010,3,2.5,1,2.0,"98029",462608.0
2080,3,1.75,41,1.0,"98166",350500.0
1040,3,1.0,59,1.0,"98003",210000.0
1890,3,2.5,22,2.0,"98029",510000.0
1810,3,2.25,56,1.0,"98056",280000.0
1930,3,1.75,52,1.0,"98155",385000.0
1010,3,1.0,68,1.0,"98155",349000.0
1740,3,2.25,34,1.0,"98031",252000.0
2910,4,2.5,83,2.0,"98199",1100000.0
1330,3,2.25,30,2.0,"98034",375000.0
2210,4,2.25,48,2.0,"98032",336000.0
2670,3,3.75,38,2.5,"98126",732000.0
1000,2,1.0,66,1.0,"98168",200000.0
3150,4,2.5,9,2.0,"98056",681716.0
1520,3,1.75,44,1.0,"98010",235000.0
1690,3,1.0,60,1.0,"98148",257500.0
1070,3,1.0,60,1.0,"98028",315000.0
910,3,1.0,65,1.0,"98177",299950.0
2130,4,2.25,46,1.0,"98034",530000.0
2230,2,1.75,68,1.0,"98105",766500.0
3560,4,2.5,29,1.0,"98004",860000.0
2590,3,2.5,71,2.0,"98126",690000.0
2040,4,1.75,53,1.0,"98103",551000.0
2100,3,2.75,60,1.0,"98034",530000.0
1340,3,1.0,62,1.5,"98125",568000.0
2770,3,2.5,23,2.0,"98008",749950.0
2400,3,2.5,32,1.0,"98074",535000.0
1140,3,1.0,52,1.0,"98055",234300.0
930,2,1.0,69,1.0,"98178",190000.0
1820,4,1.75,55,1.0,"98007",525000.0
1390,4,1.0,89,1.5,"98117",610000.0
1480,3,2.5,9,3.0,"98144",520000.0
760,2,1.0,73,1.0,"98199",375000.0
1580,3,1.75,48,1.0,"98005",600000.0
1870,4,2.5,41,1.0,"98033",664000.0
1510,2,1.0,92,1.0,"98103",698000.0
1250,3,2.0,14,3.0,"98107",418000.0
2140,3,1.75,41,1.0,"98092",271675.0
1540,3,1.0,47,1.0,"98033",450000.0
2950,3,2.25,9,1.5,"98075",759000.0
2020,6,3.0,21,1.0,"98105",599950.0
2820,4,2.75,88,1.5,"98199",810000.0
1660,3,1.75,43,1.0,"98019",331292.0
1830,3,1.75,96,1.0,"98144",348000.0
720,2,1.0,95,1.0,"98116",435000.0
2160,3,2.5,23,2.0,"98133",530000.0
1510,3,1.75,26,2.0,"98001",227000.0
1870,3,1.5,62,1.0,"98168",285000.0
2860,4,2.25,38,1.0,"98005",740000.0
990,3,1.0,76,1.5,"98146",246000.0
1910,3,1.0,61,1.0,"98168",260000.0
1350,3,2.0,38,1.0,"98074",366000.0
2557,4,3.25,67,2.0,"98118",594950.0
2610,3,2.75,69,2.0,"98107",608000.0
1720,3,2.0,110,1.0,"98056",313100.0
1170,3,1.75,48,1.0,"98023",185000.0
1140,2,1.0,108,1.0,"98118",455000.0
2350,3,2.5,49,1.0,"98023",235000.0
1020,3,1.0,48,1.0,"98058",230000.0
2730,4,2.25,60,1.0,"98116",770000.0
1830,4,2.25,24,2.0,"98030",240000.0
1690,3,2.5,13,2.0,"98053",461000.0
2900,4,2.5,52,1.0,"98040",1580000.0
6380,4,4.5,9,2.0,"98029",1822500.0
1690,3,2.5,11,2.0,"98053",452000.0
2660,4,2.5,12,2.0,"98029",765000.0
4550,4,4.0,26,1.0,"98075",1050000.0
1530,3,3.0,32,1.0,"98033",546000.0
2070,3,2.5,84,1.5,"98115",781000.0
1880,4,1.75,50,1.0,"98008",538000.0
2240,4,2.5,40,1.0,"98033",790000.0
2540,4,2.75,90,1.5,"98103",696500.0
1370,3,2.0,27,1.0,"98003",276000.0
770,2,1.0,62,1.0,"98155",269000.0
7880,5,4.75,19,2.0,"98177",2415000.0
2970,4,2.75,42,1.0,"98075",829000.0
740,2,1.0,73,1.0,"98126",122000.0
1360,3,1.5,60,1.0,"98133",352500.0
1280,4,2.0,56,1.0,"98058",249000.0
1920,4,2.0,53,1.0,"98155",360000.0
2020,3,2.0,21,1.0,"98075",629500.0
3310,4,2.25,91,2.0,"98072",1140000.0
2950,2,2.25,73,1.0,"98039",1550000.0
1320,3,1.5,56,1.0,"98056",275000.0
3160,4,2.5,10,2.0,"98074",697000.0
1640,2,1.0,37,1.0,"98053",379500.0
2440,3,2.75,35,1.0,"98072",720000.0
3000,4,2.5,9,2.0,"98059",675000.0
2810,5,2.5,108,2.5,"98109",1169000.0
2390,3,2.0,76,2.0,"98115",1100000.0
2080,4,1.0,89,1.5,"98136",520000.0
2650,3,1.75,53,1.5,"98155",415000.0
1060,3,2.5,15,2.0,"98117",415000.0
1940,3,2.25,52,1.0,"98166",450000.0
1080,2,1.0,67,1.0,"98115",485000.0
1700,3,2.25,31,2.0,"98042",294000.0
4440,4,3.5,12,2.0,"98059",1037000.0
1580,3,1.0,110,2.0,"98102",690000.0
3630,5,2.75,15,2.0,"98058",716500.0
1290,2,2.25,8,3.0,"98107",481000.0
1960,4,2.75,47,1.0,"98118",575000.0
2090,3,2.0,95,1.5,"98112",785000.0
1960,3,1.75,45,1.0,"98059",480000.0
2120,3,2.25,34,2.0,"98006",720000.0
2290,3,2.75,31,2.0,"98042",536000.0
1880,4,2.5,15,2.0,"98038",324900.0
770,2,1.0,72,1.0,"98106",265000.0
1530,3,2.5,87,1.5,"98117",545000.0
1450,2,1.5,75,1.0,"98133",465000.0
1690,3,2.25,28,2.0,"98198",292500.0
1880,4,1.75,91,1.5,"98109",860000.0
4160,4,3.25,20,2.0,"98072",1045000.0
2140,4,2.5,12,2.0,"98133",495000.0
1320,2,2.0,18,3.0,"98125",342000.0
2000,4,2.5,18,2.0,"98038",320000.0
1460,3,2.0,28,2.0,"98103",444000.0
3070,4,2.5,10,2.0,"98059",804100.0
1660,3,2.5,45,1.0,"98075",432000.0
1810,6,1.5,110,1.5,"98055",230000.0
3510,4,3.5,14,2.0,"98059",935000.0
2180,3,3.0,85,1.5,"98117",634950.0
3300,6,4.0,52,1.0,"98115",780000.0
2460,4,2.5,17,2.0,"98074",611000.0
1880,4,1.75,71,1.5,"98107",475999.0
2290,3,2.0,36,1.0,"98008",565000.0
2290,4,2.5,38,2.0,"98177",630000.0
3860,4,3.5,19,2.0,"98077",840000.0
2640,3,2.5,19,1.5,"98022",790000.0
2850,5,2.5,90,1.0,"98058",450000.0
3020,4,3.25,88,1.5,"98112",1272000.0
1510,3,2.0,90,1.0,"98136",520000.0
2410,4,2.0,57,1.0,"98144",446800.0
1470,3,1.0,67,1.0,"98199",652000.0
2890,3,2.75,28,2.0,"98033",1170000.0
3490,4,3.25,9,2.0,"98075",745000.0
1270,3,2.25,1,2.0,"98105",594000.0
1000,2,1.0,86,1.0,"98118",257000.0
1430,4,1.75,115,2.0,"98122",485000.0
1060,3,1.0,72,1.0,"98034",330000.0
1680,3,2.0,19,1.0,"98053",381000.0
2280,2,2.0,25,2.0,"98070",849900.0
2450,4,2.5,85,1.5,"98115",793000.0
3650,3,2.25,68,2.0,"98144",920000.0
830,2,1.0,68,1.0,"98117",455000.0
3490,4,2.5,15,2.0,"98006",975000.0
1050,2,1.5,8,2.0,"98122",375000.0
1170,2,2.5,14,2.0,"98122",400000.0
1220,3,1.0,50,1.0,"98008",447000.0
1310,3,1.75,28,1.0,"98033",470000.0
3130,4,2.5,11,2.0,"98075",665000.0
1590,3,1.75,82,1.5,"98168",295500.0
1720,4,2.5,21,2.0,"98003",200000.0
2520,3,2.25,10,2.0,"98019",620000.0
1520,3,2.0,32,1.0,"98074",434900.0
3260,4,2.25,108,2.0,"98112",1328000.0
3910,4,3.25,9,2.0,"98033",1650000.0
3480,4,2.5,15,2.0,"98052",852500.0
3040,3,2.5,32,2.0,"98072",790000.0
2030,4,1.75,49,1.0,"98008",565000.0
3870,6,3.25,26,2.0,"98028",1127500.0
1870,3,2.5,11,2.0,"98059",289950.0
2640,2,2.0,52,1.0,"98006",850000.0
1940,4,1.75,93,1.0,"98122",505000.0
1710,3,2.5,34,2.0,"98034",372000.0
1690,4,2.0,48,1.5,"98198",207000.0
2340,3,1.75,48,1.0,"98040",780000.0
1700,4,1.75,50,1.5,"98019",400000.0
1850,3,1.5,67,1.0,"98177",440250.0
1370,2,2.0,66,1.0,"98199",585000.0
2900,4,2.5,22,2.0,"98006",850000.0
2400,3,3.0,24,2.0,"98103",570000.0
3740,4,3.0,27,2.0,"98072",869000.0
2170,4,2.75,1,2.0,"98155",551000.0
970,3,1.0,53,1.0,"98023",172380.0
2620,3,2.5,51,1.0,"98092",355000.0
2980,4,2.5,22,2.0,"98006",728935.0
2340,3,2.5,34,2.0,"98033",850000.0
1880,5,1.75,93,2.0,"98059",515000.0
1480,2,1.0,90,1.0,"98022",215000.0
2240,4,2.5,27,1.0,"98023",220000.0
2940,4,2.5,11,2.0,"98052",845000.0
710,1,1.0,87,1.0,"98103",390000.0
1460,4,1.0,75,1.5,"98146",135000.0
1530,3,1.0,66,1.0,"98166",439000.0
2630,4,2.5,16,2.0,"98056",585000.0
2230,5,1.0,92,1.5,"98136",620000.0
960,3,1.0,109,1.0,"98117",477000.0
1180,2,1.5,9,2.0,"98116",399500.0
1760,2,1.0,64,1.0,"98198",500000.0
1340,3,2.5,31,2.0,"98125",432500.0
2800,4,2.25,50,1.0,"98005",940000.0
3720,3,2.5,33,2.0,"98074",1080000.0
1670,4,2.0,38,1.0,"98042",229999.0
1100,3,1.0,60,1.0,"98188",233000.0
3240,3,2.5,11,2.0,"98065",600000.0
1680,4,1.5,50,1.0,"98166",334000.0
1030,3,1.0,65,1.0,"98133",332500.0
1630,3,2.5,37,1.0,"98031",249900.0
2610,3,2.0,97,1.0,"98146",310000.0
1250,2,1.0,87,1.0,"98126",200000.0
1480,4,1.75,46,1.0,"98059",310000.0
1390,3,1.0,61,1.0,"98056",230000.0
1940,4,2.5,18,2.0,"98108",420000.0
2960,4,2.5,10,2.0,"98029",785000.0
4320,3,2.25,43,1.0,"98004",1775000.0
1500,5,1.5,95,1.0,"98166",265000.0
840,2,1.0,64,1.0,"98155",295000.0
3560,4,2.5,23,2.0,"98077",896000.0
2390,4,2.75,26,1.0,"98038",415000.0
1200,3,1.75,60,1.0,"98056",250000.0
2570,3,2.5,31,2.0,"98102",1475000.0
2180,5,2.25,49,1.0,"98007",635000.0
3450,3,2.5,28,2.0,"98072",905000.0
2020,3,2.5,12,2.0,"98053",528000.0
2480,3,2.5,23,2.0,"98072",530000.0
1530,3,1.0,55,1.0,"98059",252000.0
1700,3,2.0,54,1.0,"98133",334500.0
2150,3,1.0,64,1.0,"98115",370000.0
1190,3,2.0,97,1.5,"98108",311000.0
1730,3,2.75,40,2.0,"98106",260000.0
1400,3,1.75,31,1.0,"98003",217500.0
2200,3,2.5,12,2.0,"98042",290000.0
960,3,1.5,71,1.0,"98033",500000.0
1770,3,2.0,31,1.0,"98118",423500.0
2970,4,2.5,10,2.0,"98074",715000.0
1590,3,2.5,21,2.0,"98118",299000.0
3350,3,2.5,10,2.0,"98034",635000.0
3370,4,2.5,16,2.0,"98075",806000.0
1960,3,2.5,11,2.0,"98056",289950.0
1360,3,1.75,34,1.0,"98058",280000.0
2780,3,2.5,11,2.0,"98058",479950.0
3000,4,2.5,13,2.0,"98038",394000.0
3600,4,2.5,36,2.0,"98077",682000.0
990,2,1.0,97,1.0,"98103",409950.0
2990,4,3.5,90,2.0,"98144",1000000.0
1200,4,1.0,107,1.5,"98136",436000.0
1530,3,1.0,63,1.0,"98168",279000.0
1440,1,1.75,92,1.0,"98126",390000.0
1940,3,1.75,60,1.0,"98070",635000.0
2140,4,2.75,25,2.0,"98023",304400.0
2330,5,1.75,88,1.5,"98115",780000.0
2734,4,3.5,41,2.0,"98070",520000.0
1950,3,1.75,37,1.0,"98125",580000.0
1440,3,1.75,34,1.0,"98055",274000.0
1530,3,2.25,35,1.0,"98058",315000.0
1910,4,1.75,44,1.0,"98042",390000.0
1750,5,2.0,59,1.0,"98155",340000.0
1600,3,2.25,32,2.0,"98072",502000.0
1750,3,1.75,47,1.0,"98059",260000.0
940,2,1.0,104,1.0,"98116",399000.0
880,2,1.0,96,1.0,"98106",312500.0
1650,3,1.75,64,1.0,"98155",370000.0
3820,4,3.5,25,2.0,"98004",1240000.0
1900,3,1.5,48,1.0,"98023",230000.0
3720,4,1.75,68,1.0,"98199",1275000.0
1410,3,1.0,90,1.5,"98106",294350.0
960,3,1.0,59,1.0,"98056",208950.0
1930,2,1.75,10,1.0,"98053",515000.0
3420,4,2.5,21,2.0,"98027",965000.0
3010,4,2.75,92,2.0,"98122",925000.0
1780,4,1.0,68,1.5,"98115",654500.0
2080,4,2.5,46,1.0,"98059",364000.0
1250,2,1.0,64,1.0,"98002",150000.0
2257,5,3.0,10,1.0,"98188",349950.0
1670,3,1.5,103,1.5,"98117",585000.0
2250,4,2.25,35,2.0,"98007",801501.0
1650,3,1.75,23,1.0,"98024",610000.0
2880,5,2.25,25,2.0,"98042",382000.0
3620,4,3.0,35,2.0,"98022",495000.0
1950,3,1.75,62,1.0,"98115",447500.0
2280,4,2.5,49,1.0,"98008",575000.0
1740,2,1.75,108,1.5,"98144",565000.0
1220,3,1.0,49,1.0,"98034",348580.0
2260,4,1.75,37,1.0,"98052",459000.0
1790,4,2.0,27,2.0,"98019",375000.0
2440,4,2.5,16,2.0,"98030",310000.0
1400,3,1.5,51,1.0,"98003",210000.0
1810,3,2.75,1,2.0,"98065",384205.0
1400,2,1.0,93,1.0,"98055",180000.0
1400,2,1.0,93,1.0,"98055",310000.0
2010,4,2.5,15,2.0,"98028",427500.0
2520,3,3.0,90,1.5,"98119",780000.0
3060,3,2.25,27,2.0,"98039",1762000.0
2150,4,2.5,5,2.0,"98038",339950.0
2880,3,2.25,26,2.0,"98006",820000.0
1300,2,2.0,9,1.0,"98053",398000.0
2770,3,1.75,37,1.0,"98027",492000.0
1780,4,1.5,65,1.0,"98032",240000.0
3730,4,3.5,24,2.0,"98042",599950.0
930,2,1.0,83,1.0,"98148",105500.0
930,2,1.0,83,1.0,"98148",445000.0
1460,2,1.75,49,1.0,"98022",390500.0
1310,3,2.0,21,1.0,"98042",255000.0
2770,4,2.5,26,2.0,"98029",675750.0
3140,3,3.25,102,2.0,"98109",1640000.0
1770,4,2.5,11,2.0,"98038",353500.0
1220,3,1.0,61,1.0,"98004",765000.0
2190,4,2.5,16,2.0,"98065",563500.0
1800,4,2.0,73,1.0,"98118",439000.0
3100,5,2.75,42,1.0,"98040",975000.0
2270,3,2.5,8,2.0,"98065",469900.0
1300,3,1.0,68,2.0,"98155",252000.0
1769,3,2.0,60,1.0,"98166",495000.0
3370,6,2.5,51,1.0,"98166",570000.0
1630,4,2.5,16,2.0,"98144",327000.0
2470,2,2.25,61,1.0,"98199",898000.0
2600,4,2.5,12,2.0,"98001",300000.0
1800,3,2.0,37,1.0,"98074",418500.0
2240,4,2.5,14,2.0,"98056",450000.0
1960,3,2.0,58,1.0,"98166",403000.0
1710,3,1.0,89,1.5,"98133",440000.0
2140,4,1.75,50,1.0,"98118",350000.0
1400,3,2.0,67,1.0,"98133",240000.0
890,2,1.0,96,1.0,"98107",460000.0
1820,4,1.0,92,2.0,"98102",825000.0
1860,3,2.25,39,1.0,"98092",267500.0
1220,3,1.0,43,1.0,"98001",201000.0
2300,3,2.75,7,2.0,"98065",479500.0
1520,2,1.0,37,2.0,"98092",210000.0
1440,2,1.0,100,1.0,"98103",445000.0
1170,3,1.75,63,1.0,"98155",265000.0
1170,3,1.75,63,1.0,"98155",399000.0
3200,4,2.25,43,2.0,"98077",785000.0
4470,5,2.5,31,2.5,"98072",831500.0
2570,4,2.5,6,2.0,"98042",360000.0
2370,3,2.5,25,2.0,"98056",655000.0
1800,4,1.5,57,1.5,"98034",449950.0
2300,5,2.5,40,1.0,"98052",612000.0
3240,3,2.5,14,2.0,"98059",575000.0
2280,3,2.5,20,1.0,"98011",557000.0
1870,4,1.75,72,1.0,"98056",375000.0
1820,3,2.25,46,1.0,"98092",369000.0
2390,5,2.75,49,1.0,"98118",330000.0
2110,4,1.75,74,1.0,"98105",1031000.0
980,2,1.0,105,1.0,"98103",550000.0
1250,3,1.75,68,1.0,"98155",338000.0
3680,4,2.5,69,2.0,"98004",1900000.0
2230,3,1.0,49,1.0,"98118",235000.0
1230,1,1.0,97,1.5,"98133",349950.0
2093,5,2.5,52,1.5,"98058",300000.0
1660,3,1.75,48,1.0,"98056",431000.0
1630,5,2.5,40,1.0,"98042",280000.0
1677,4,2.5,4,2.0,"98023",295000.0
2990,4,2.5,12,2.0,"98038",445000.0
2150,5,1.0,115,1.5,"98065",550000.0
2890,4,2.5,12,2.0,"98024",515000.0
3050,3,2.5,28,1.0,"98055",555000.0
1410,3,2.5,9,2.0,"98146",265000.0
2280,4,2.5,94,2.0,"98103",597000.0
1260,2,1.0,76,1.0,"98199",661000.0
1460,3,2.0,7,2.0,"98053",362764.0
1600,4,2.5,65,1.0,"98125",427000.0
2020,3,1.75,50,1.0,"98011",405000.0
1170,3,1.5,55,1.0,"98198",157000.0
1170,3,1.5,55,1.0,"98198",246500.0
1280,2,1.5,31,1.0,"98074",386500.0
2680,4,2.5,16,2.0,"98023",300000.0
1770,3,1.75,37,1.0,"98023",240000.0
4790,5,3.5,10,2.0,"98006",818500.0
1300,3,1.75,51,1.0,"98022",249000.0
2610,4,2.25,38,1.0,"98027",580000.0
4500,4,2.5,27,1.0,"98006",2340000.0
2100,4,2.5,18,2.0,"98042",333000.0
1340,2,2.0,23,1.0,"98022",230000.0
970,3,1.0,41,1.0,"98118",360500.0
2200,3,1.75,53,1.0,"98032",265000.0
990,2,1.0,74,1.0,"98116",490000.0
1180,2,1.75,90,1.0,"98107",600000.0
980,3,1.0,46,1.0,"98034",307500.0
2370,4,2.25,39,1.0,"98033",670000.0
1910,3,1.5,93,1.5,"98002",247200.0
5270,4,4.5,36,2.0,"98027",2600000.0
1430,3,1.75,54,1.0,"98008",440000.0
2490,4,2.5,28,2.0,"98029",700000.0
2000,4,2.0,98,1.5,"98126",756100.0
2600,4,2.75,37,1.0,"98006",555000.0
2880,5,3.5,14,2.0,"98144",830000.0
1010,3,1.0,25,1.0,"98022",180000.0
3290,5,3.5,11,2.0,"98052",775000.0
1530,4,1.75,77,1.5,"98002",220000.0
2020,4,2.75,48,1.0,"98005",650000.0
1340,3,1.75,54,1.0,"98033",410000.0
2180,4,2.5,15,2.0,"98038",339995.0
2870,5,1.75,49,1.0,"98008",1160000.0
2070,3,2.75,86,2.0,"98188",440000.0
930,2,1.75,92,1.0,"98106",275000.0
2270,3,2.5,27,2.0,"98052",766000.0
1630,3,2.25,42,1.0,"98023",231500.0
2770,3,2.0,11,2.0,"98045",472000.0
4010,4,2.5,25,2.0,"98052",1325000.0
1970,4,1.75,60,1.0,"98178",265000.0
790,2,1.0,67,1.0,"98118",325000.0
1740,3,1.75,61,1.0,"98133",364500.0
1130,2,1.0,68,1.0,"98155",322500.0
1180,3,1.75,86,1.0,"98118",338900.0
2350,5,2.5,22,2.0,"98112",910000.0
2350,5,2.5,22,2.0,"98112",1015000.0
1850,3,1.75,96,1.0,"98166",459950.0
3220,4,3.0,6,1.5,"98059",584950.0
2050,3,1.75,28,1.0,"98023",252000.0
1430,3,2.5,23,1.0,"98022",270000.0
3210,4,2.5,10,2.0,"98075",750000.0
3520,3,1.75,55,1.0,"98116",775000.0
2260,3,2.5,11,2.0,"98023",325000.0
3290,5,3.25,3,2.0,"98074",810000.0
1640,2,2.25,41,2.0,"98028",409000.0
1580,4,1.75,68,1.0,"98144",400000.0
1940,4,2.25,53,2.0,"98133",530000.0
1580,3,2.25,28,2.0,"98033",580000.0
1750,3,1.75,28,1.0,"98074",491300.0
1810,4,2.75,35,1.0,"98030",272000.0
1970,3,2.5,30,1.0,"98022",599950.0
1770,3,2.5,23,2.0,"98029",464000.0
1800,3,1.75,110,1.0,"98103",471001.0
1500,3,1.5,35,1.0,"98031",230000.0
940,3,1.0,56,1.0,"98008",358000.0
2340,3,2.25,86,1.0,"98115",510000.0
840,3,1.0,55,1.0,"98023",86500.0
840,3,1.0,55,1.0,"98023",199950.0
2940,3,3.25,37,3.0,"98109",1712500.0
3180,3,2.75,97,2.0,"98126",850000.0
2020,4,2.5,87,1.5,"98117",542000.0
820,2,1.0,78,1.0,"98106",102500.0
4060,3,1.75,20,1.0,"98045",718000.0
2660,4,2.25,38,1.0,"98008",625000.0
1010,3,1.0,68,1.0,"98155",350000.0
710,2,1.0,97,1.0,"98106",216000.0
980,3,1.0,69,1.5,"98133",340000.0
1100,3,1.0,107,1.5,"98199",505000.0
2840,5,2.5,12,2.0,"98001",372000.0
2300,4,2.25,37,2.0,"98023",263850.0
5370,4,3.25,25,2.0,"98198",1350000.0
2280,4,2.5,28,2.0,"98058",325000.0
